period,respondent,respondent-name,type,type-name,value,value-units
2019-07-03T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26192,megawatthours
2019-07-03T07,CISO,California Independent System Operator,NG,Net generation,16539,megawatthours
2019-07-03T07,CISO,California Independent System Operator,TI,Total interchange,-7261,megawatthours
2019-07-03T08,CISO,California Independent System Operator,D,Demand,24483,megawatthours
2019-07-03T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24357,megawatthours
2019-07-03T08,CISO,California Independent System Operator,NG,Net generation,15382,megawatthours
2019-07-03T08,CISO,California Independent System Operator,TI,Total interchange,-6922,megawatthours
2019-07-03T09,CISO,California Independent System Operator,D,Demand,23231,megawatthours
2019-07-03T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23111,megawatthours
2019-07-03T09,CISO,California Independent System Operator,NG,Net generation,14684,megawatthours
2019-07-03T09,CISO,California Independent System Operator,TI,Total interchange,-6612,megawatthours
2019-07-03T10,CISO,California Independent System Operator,D,Demand,22463,megawatthours
2019-07-03T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22268,megawatthours
2019-07-03T10,CISO,California Independent System Operator,NG,Net generation,14237,megawatthours
2019-07-03T10,CISO,California Independent System Operator,TI,Total interchange,-6613,megawatthours
2019-07-03T11,CISO,California Independent System Operator,D,Demand,22060,megawatthours
2019-07-03T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21883,megawatthours
2019-07-03T11,CISO,California Independent System Operator,NG,Net generation,14316,megawatthours
2019-07-03T11,CISO,California Independent System Operator,TI,Total interchange,-6453,megawatthours
2019-07-03T12,CISO,California Independent System Operator,D,Demand,22173,megawatthours
2019-07-03T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22123,megawatthours
2019-07-03T12,CISO,California Independent System Operator,NG,Net generation,14781,megawatthours
2019-07-03T12,CISO,California Independent System Operator,TI,Total interchange,-6197,megawatthours
2019-07-03T13,CISO,California Independent System Operator,D,Demand,23037,megawatthours
2019-07-03T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23123,megawatthours
2019-07-03T13,CISO,California Independent System Operator,NG,Net generation,15147,megawatthours
2019-07-03T13,CISO,California Independent System Operator,TI,Total interchange,-6607,megawatthours
2019-07-03T14,CISO,California Independent System Operator,D,Demand,24038,megawatthours
2019-07-03T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24232,megawatthours
2019-07-03T14,CISO,California Independent System Operator,NG,Net generation,16912,megawatthours
2019-07-03T14,CISO,California Independent System Operator,TI,Total interchange,-6635,megawatthours
2019-07-03T15,CISO,California Independent System Operator,D,Demand,24863,megawatthours
2019-07-03T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25619,megawatthours
2019-07-03T15,CISO,California Independent System Operator,NG,Net generation,20417,megawatthours
2019-07-03T15,CISO,California Independent System Operator,TI,Total interchange,-5655,megawatthours
2019-07-03T16,CISO,California Independent System Operator,D,Demand,25578,megawatthours
2019-07-03T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26142,megawatthours
2019-07-03T16,CISO,California Independent System Operator,NG,Net generation,21348,megawatthours
2019-07-03T16,CISO,California Independent System Operator,TI,Total interchange,-4137,megawatthours
2019-07-03T17,CISO,California Independent System Operator,D,Demand,25757,megawatthours
2019-07-03T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26347,megawatthours
2019-07-03T17,CISO,California Independent System Operator,NG,Net generation,22084,megawatthours
2019-07-03T17,CISO,California Independent System Operator,TI,Total interchange,-3502,megawatthours
2019-07-03T18,CISO,California Independent System Operator,D,Demand,25929,megawatthours
2019-07-03T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26479,megawatthours
2019-07-03T18,CISO,California Independent System Operator,NG,Net generation,22045,megawatthours
2019-07-03T18,CISO,California Independent System Operator,TI,Total interchange,-3415,megawatthours
2019-07-03T19,CISO,California Independent System Operator,D,Demand,26347,megawatthours
2019-07-03T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26637,megawatthours
2019-07-03T19,CISO,California Independent System Operator,NG,Net generation,22699,megawatthours
2019-07-03T19,CISO,California Independent System Operator,TI,Total interchange,-3391,megawatthours
2019-07-03T20,CISO,California Independent System Operator,D,Demand,26814,megawatthours
2019-07-03T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27007,megawatthours
2019-07-03T20,CISO,California Independent System Operator,NG,Net generation,23056,megawatthours
2019-07-03T20,CISO,California Independent System Operator,TI,Total interchange,-3583,megawatthours
2019-07-03T21,CISO,California Independent System Operator,D,Demand,27407,megawatthours
2019-07-03T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27799,megawatthours
2019-07-03T21,CISO,California Independent System Operator,NG,Net generation,23300,megawatthours
2019-07-03T21,CISO,California Independent System Operator,TI,Total interchange,-3623,megawatthours
2019-07-03T22,CISO,California Independent System Operator,D,Demand,28250,megawatthours
2019-07-03T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28902,megawatthours
2019-07-03T22,CISO,California Independent System Operator,NG,Net generation,24044,megawatthours
2019-07-03T22,CISO,California Independent System Operator,TI,Total interchange,-4195,megawatthours
2019-07-03T23,CISO,California Independent System Operator,D,Demand,29211,megawatthours
2019-07-03T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,29916,megawatthours
2019-07-03T23,CISO,California Independent System Operator,NG,Net generation,25184,megawatthours
2019-07-03T23,CISO,California Independent System Operator,TI,Total interchange,-3878,megawatthours
2019-07-04T00,CISO,California Independent System Operator,D,Demand,30248,megawatthours
2019-07-04T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,30990,megawatthours
2019-07-04T00,CISO,California Independent System Operator,NG,Net generation,25585,megawatthours
2019-07-04T00,CISO,California Independent System Operator,TI,Total interchange,-4041,megawatthours
2019-07-04T01,CISO,California Independent System Operator,D,Demand,31161,megawatthours
2019-07-04T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,31751,megawatthours
2019-07-04T01,CISO,California Independent System Operator,NG,Net generation,24916,megawatthours
2019-07-04T01,CISO,California Independent System Operator,TI,Total interchange,-4766,megawatthours
2019-07-04T02,CISO,California Independent System Operator,D,Demand,31614,megawatthours
2019-07-04T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,31976,megawatthours
2019-07-04T02,CISO,California Independent System Operator,NG,Net generation,22685,megawatthours
2019-07-04T02,CISO,California Independent System Operator,TI,Total interchange,-5938,megawatthours
2019-07-04T03,CISO,California Independent System Operator,D,Demand,31363,megawatthours
2019-07-04T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,31503,megawatthours
2019-07-04T03,CISO,California Independent System Operator,NG,Net generation,20658,megawatthours
2019-07-04T03,CISO,California Independent System Operator,TI,Total interchange,-7974,megawatthours
2019-07-04T04,CISO,California Independent System Operator,D,Demand,30914,megawatthours
2019-07-04T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,31086,megawatthours
2019-07-04T04,CISO,California Independent System Operator,NG,Net generation,20329,megawatthours
2019-07-04T04,CISO,California Independent System Operator,TI,Total interchange,-8795,megawatthours
2019-07-04T05,CISO,California Independent System Operator,D,Demand,30076,megawatthours
2019-07-04T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,30244,megawatthours
2019-07-04T05,CISO,California Independent System Operator,NG,Net generation,19034,megawatthours
2019-07-04T05,CISO,California Independent System Operator,TI,Total interchange,-8500,megawatthours
2019-07-04T06,CISO,California Independent System Operator,D,Demand,27988,megawatthours
2019-07-04T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27970,megawatthours
2019-07-04T06,CISO,California Independent System Operator,NG,Net generation,17584,megawatthours
2019-07-04T06,CISO,California Independent System Operator,TI,Total interchange,-7880,megawatthours
2019-07-04T07,CISO,California Independent System Operator,D,Demand,25750,megawatthours
2019-07-04T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25762,megawatthours
2019-07-04T07,CISO,California Independent System Operator,NG,Net generation,16215,megawatthours
2019-07-04T07,CISO,California Independent System Operator,TI,Total interchange,-7347,megawatthours
2019-07-04T08,CISO,California Independent System Operator,D,Demand,24133,megawatthours
2019-07-04T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24048,megawatthours
2019-07-04T08,CISO,California Independent System Operator,NG,Net generation,15033,megawatthours
2019-07-04T08,CISO,California Independent System Operator,TI,Total interchange,-7014,megawatthours
2019-07-04T09,CISO,California Independent System Operator,D,Demand,22816,megawatthours
2019-07-04T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22820,megawatthours
2019-07-04T09,CISO,California Independent System Operator,NG,Net generation,13846,megawatthours
2019-07-04T09,CISO,California Independent System Operator,TI,Total interchange,-6748,megawatthours
2019-07-04T10,CISO,California Independent System Operator,D,Demand,21951,megawatthours
2019-07-04T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22061,megawatthours
2019-07-04T10,CISO,California Independent System Operator,NG,Net generation,13476,megawatthours
2019-07-04T10,CISO,California Independent System Operator,TI,Total interchange,-6914,megawatthours
2019-07-04T11,CISO,California Independent System Operator,D,Demand,21371,megawatthours
2019-07-04T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21549,megawatthours
2019-07-04T11,CISO,California Independent System Operator,NG,Net generation,13344,megawatthours
2019-07-04T11,CISO,California Independent System Operator,TI,Total interchange,-6683,megawatthours
2019-07-04T12,CISO,California Independent System Operator,D,Demand,21252,megawatthours
2019-07-04T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21526,megawatthours
2019-07-04T12,CISO,California Independent System Operator,NG,Net generation,13399,megawatthours
2019-07-04T12,CISO,California Independent System Operator,TI,Total interchange,-6574,megawatthours
2019-07-04T13,CISO,California Independent System Operator,D,Demand,21402,megawatthours
2019-07-04T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21661,megawatthours
